Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.45634, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
0.18573, 2020-2039, miroc_esm, Annual Anomaly, NPL
-0.0482, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
0.07019, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
0.1166, 2020-2039, noresm1_m, Annual Anomaly, NPL
0.2326, 2020-2039, access1_3, Annual Anomaly, NLD
0.03258, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NLD
0.15487, 2020-2039, bcc_csm1_1, Annual Anomaly, NLD
0.08767, 2020-2039, bnu_esm, Annual Anomaly, NLD
0.07644, 2020-2039, canesm2, Annual Anomaly, NLD
0.22015, 2020-2039, ccsm4, Annual Anomaly, NLD
0.1497, 2020-2039, cesm1_bgc, Annual Anomaly, NLD
0.15603, 2020-2039, cesm1_cam5, Annual Anomaly, NLD
0.08358, 2020-2039, cnrm_cm5, Annual Anomaly, NLD
0.0039, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NLD
-0.0028, 2020-2039, gfdl_cm3, Annual Anomaly, NLD
0.05641, 2020-2039, gfdl_esm2g, Annual Anomaly, NLD
0.05491, 2020-2039, gfdl_esm2m, Annual Anomaly, NLD
0.05782, 2020-2039, inmcm4, Annual Anomaly, NLD
0.08896, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NLD
0.16354, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NLD
0.17138, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NLD
-0.0214, 2020-2039, miroc5, Annual Anomaly, NLD
0.03385, 2020-2039, miroc_esm_chem, Annual Anomaly, NLD
0.05487, 2020-2039, miroc_esm, Annual Anomaly, NLD
0.1707, 2020-2039, mpi_esm_mr, Annual Anomaly, NLD
0.14543, 2020-2039, mri_cgcm3, Annual Anomaly, NLD
0.11887, 2020-2039, noresm1_m, Annual Anomaly, NLD
-0.05, 2020-2039, access1_3, Annual Anomaly, NCL
0.25, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NCL
0.05, 2020-2039, bcc_csm1_1, Annual Anomaly, NCL
0.05, 2020-2039, canesm2, Annual Anomaly, NCL
-0.05, 2020-2039, cesm1_cam5, Annual Anomaly, NCL
0.05, 2020-2039, cnrm_cm5, Annual Anomaly, NCL
0.15, 2020-2039, gfdl_cm3, Annual Anomaly, NCL
-0.05, 2020-2039, gfdl_esm2g, Annual Anomaly, NCL
0.1, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NCL
0.25, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NCL
-0.05, 2020-2039, miroc5, Annual Anomaly, NCL
0.1, 2020-2039, miroc_esm_chem, Annual Anomaly, NCL
0.15, 2020-2039, miroc_esm, Annual Anomaly, NCL
-0.05, 2020-2039, mpi_esm_mr, Annual Anomaly, NCL
0.25, 2020-2039, mri_cgcm3, Annual Anomaly, NCL
0.06419, 2020-2039, access1_3, Annual Anomaly, NZL
0.03063, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NZL
0.07749, 2020-2039, bcc_csm1_1, Annual Anomaly, NZL
0.23846, 2020-2039, bnu_esm, Annual Anomaly, NZL
-0.0425, 2020-2039, canesm2, Annual Anomaly, NZL
0.06006, 2020-2039, ccsm4, Annual Anomaly, NZL
0.14386, 2020-2039, cesm1_bgc, Annual Anomaly, NZL
0.08079, 2020-2039, cesm1_cam5, Annual Anomaly, NZL
0.03796, 2020-2039, cnrm_cm5, Annual Anomaly, NZL
0.07213, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NZL
-0.0015, 2020-2039, gfdl_cm3, Annual Anomaly, NZL
0.03726, 2020-2039, gfdl_esm2g, Annual Anomaly, NZL
0.07573, 2020-2039, gfdl_esm2m, Annual Anomaly, NZL
0.14477, 2020-2039, inmcm4, Annual Anomaly, NZL
0.09119, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NZL
0.24246, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NZL
0.05298, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NZL
0.15418, 2020-2039, miroc5, Annual Anomaly, NZL
0.0338, 2020-2039, miroc_esm_chem, Annual Anomaly, NZL
0.07493, 2020-2039, miroc_esm, Annual Anomaly, NZL
0.10755, 2020-2039, mpi_esm_mr, Annual Anomaly, NZL
0.07969, 2020-2039, mri_cgcm3, Annual Anomaly, NZL
0.05541, 2020-2039, noresm1_m, Annual Anomaly, NZL
0.33695, 2020-2039, access1_3, Annual Anomaly, NIC
0.40165, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NIC
0.10108, 2020-2039, bcc_csm1_1, Annual Anomaly, NIC
0.21376, 2020-2039, bnu_esm, Annual Anomaly, NIC
0.05225, 2020-2039, canesm2, Annual Anomaly, NIC
0.14164, 2020-2039, ccsm4, Annual Anomaly, NIC
0.46395, 2020-2039, cesm1_bgc, Annual Anomaly, NIC
0.25074, 2020-2039, cesm1_cam5, Annual Anomaly, NIC
0.07185, 2020-2039, cnrm_cm5, Annual Anomaly, NIC
-0.0476, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NIC
0.17142, 2020-2039, gfdl_cm3, Annual Anomaly, NIC
0.16262, 2020-2039, gfdl_esm2g, Annual Anomaly, NIC
0.06515, 2020-2039, inmcm4, Annual Anomaly, NIC
0.46166, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NIC
0.70793, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NIC
0.02973, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NIC
0.01109, 2020-2039, miroc5, Annual Anomaly, NIC
0.13823, 2020-2039, miroc_esm_chem, Annual Anomaly, NIC
0.29689, 2020-2039, miroc_esm, Annual Anomaly, NIC
0.04635, 2020-2039, mpi_esm_mr, Annual Anomaly, NIC
0.25341, 2020-2039, mri_cgcm3, Annual Anomaly, NIC
0.55755, 2020-2039, noresm1_m, Annual Anomaly, NIC
0.34523, 2020-2039, access1_3, Annual Anomaly, NER
0.50424, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NER
0.39315, 2020-2039, bcc_csm1_1, Annual Anomaly, NER
0.0687, 2020-2039, bnu_esm, Annual Anomaly, NER
0.30931, 2020-2039, canesm2, Annual Anomaly, NER
0.09832, 2020-2039, ccsm4, Annual Anomaly, NER
0.19254, 2020-2039, cesm1_bgc, Annual Anomaly, NER
0.26896, 2020-2039, cesm1_cam5, Annual Anomaly, NER
0.14092, 2020-2039, cnrm_cm5, Annual Anomaly, NER
0.03559, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NER
0.12443, 2020-2039, gfdl_cm3, Annual Anomaly, NER
0.06747, 2020-2039, gfdl_esm2g, Annual Anomaly, NER
0.27592, 2020-2039, gfdl_esm2m, Annual Anomaly, NER
0.11663, 2020-2039, inmcm4, Annual Anomaly, NER
0.11362, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NER
0.1284, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NER
0.17681, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NER
0.09473, 2020-2039, miroc5, Annual Anomaly, NER
0.08394, 2020-2039, miroc_esm_chem, Annual Anomaly, NER
0.31057, 2020-2039, miroc_esm, Annual Anomaly, NER
0.4348, 2020-2039, mpi_esm_mr, Annual Anomaly, NER
0.43505, 2020-2039, mri_cgcm3, Annual Anomaly, NER
0.23266, 2020-2039, noresm1_m, Annual Anomaly, NER
0.04129, 2020-2039, access1_3, Annual Anomaly, NGA
0.24029, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NGA
0.18915, 2020-2039, bcc_csm1_1, Annual Anomaly, NGA
0.06332, 2020-2039, bnu_esm, Annual Anomaly, NGA
0.14833, 2020-2039, canesm2, Annual Anomaly, NGA
0.04727, 2020-2039, ccsm4, Annual Anomaly, NGA
0.24393, 2020-2039, cesm1_bgc, Annual Anomaly, NGA
0.22497, 2020-2039, cesm1_cam5, Annual Anomaly, NGA
0.11129, 2020-2039, cnrm_cm5, Annual Anomaly, NGA
0.26423, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NGA
-0.0567, 2020-2039, gfdl_cm3, Annual Anomaly, NGA
0.00428, 2020-2039, gfdl_esm2g, Annual Anomaly, NGA
0.08322, 2020-2039, gfdl_esm2m, Annual Anomaly, NGA
0.28484, 2020-2039, inmcm4, Annual Anomaly, NGA
0.15107, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NGA
0.26952, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NGA
-0.0437, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NGA
0.08143, 2020-2039, miroc5, Annual Anomaly, NGA
-0.0312, 2020-2039, miroc_esm_chem, Annual Anomaly, NGA
0.07795, 2020-2039, miroc_esm, Annual Anomaly, NGA
0.21629, 2020-2039, mpi_esm_mr, Annual Anomaly, NGA
0.24011, 2020-2039, mri_cgcm3, Annual Anomaly, NGA
0.09527, 2020-2039, noresm1_m, Annual Anomaly, NGA
0.07113, 2020-2039, access1_3, Annual Anomaly, NOR
0.02309, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NOR
0.14137, 2020-2039, bcc_csm1_1, Annual Anomaly, NOR
0.08337, 2020-2039, bnu_esm, Annual Anomaly, NOR
0.09471, 2020-2039, canesm2, Annual Anomaly, NOR
0.02368, 2020-2039, ccsm4, Annual Anomaly, NOR
0.20591, 2020-2039, cesm1_bgc, Annual Anomaly, NOR
0.00285, 2020-2039, cesm1_cam5, Annual Anomaly, NOR
0.08289, 2020-2039, cnrm_cm5, Annual Anomaly, NOR
7.9E-4, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NOR
-0.0556, 2020-2039, gfdl_cm3, Annual Anomaly, NOR
-0.0076, 2020-2039, gfdl_esm2g, Annual Anomaly, NOR
-0.0211, 2020-2039, gfdl_esm2m, Annual Anomaly, NOR
0.10701, 2020-2039, inmcm4, Annual Anomaly, NOR
0.06411, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NOR
0.02441, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NOR
-0.002, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NOR
0.00539, 2020-2039, miroc5, Annual Anomaly, NOR
0.00681, 2020-2039, miroc_esm_chem, Annual Anomaly, NOR
-0.0399, 2020-2039, miroc_esm, Annual Anomaly, NOR
0.14954, 2020-2039, mpi_esm_mr, Annual Anomaly, NOR
0.04232, 2020-2039, mri_cgcm3, Annual Anomaly, NOR
0.09774, 2020-2039, noresm1_m, Annual Anomaly, NOR
0.56356, 2020-2039, access1_3, Annual Anomaly, OMN
0.17575, 2020-2039, bcc_csm1_1_m, Annual Anomaly, OMN
0.21319, 2020-2039, bcc_csm1_1, Annual Anomaly, OMN
0.13209, 2020-2039, bnu_esm, Annual Anomaly, OMN
0.02924, 2020-2039, canesm2, Annual Anomaly, OMN
0.06343, 2020-2039, ccsm4, Annual Anomaly, OMN
0.12506, 2020-2039, cesm1_bgc, Annual Anomaly, OMN
0.08684, 2020-2039, cesm1_cam5, Annual Anomaly, OMN
6.6E-4, 2020-2039, cnrm_cm5, Annual Anomaly, OMN
0.4096, 2020-2039, csiro_mk3_6_0, Annual Anomaly, OMN
0.15411, 2020-2039, gfdl_cm3, Annual Anomaly, OMN
0.05233, 2020-2039, gfdl_esm2g, Annual Anomaly, OMN
0.16405, 2020-2039, gfdl_esm2m, Annual Anomaly, OMN
0.00886, 2020-2039, inmcm4, Annual Anomaly, OMN
0.08771, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, OMN
0.10024, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, OMN
0.3223, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, OMN
0.0928, 2020-2039, miroc5, Annual Anomaly, OMN
8.6E-4, 2020-2039, miroc_esm_chem, Annual Anomaly, OMN
0.16205, 2020-2039, miroc_esm, Annual Anomaly, OMN
0.18885, 2020-2039, mpi_esm_mr, Annual Anomaly, OMN
0.2009, 2020-2039, mri_cgcm3, Annual Anomaly, OMN
0.03909, 2020-2039, noresm1_m, Annual Anomaly, OMN
0.2326, 2020-2039, access1_3, Annual Anomaly, PAK
0.49216, 2020-2039, bcc_csm1_1_m, Annual Anomaly, PAK
0.31271, 2020-2039, bcc_csm1_1, Annual Anomaly, PAK
0.03864, 2020-2039, bnu_esm, Annual Anomaly, PAK
0.0728, 2020-2039, canesm2, Annual Anomaly, PAK
0.11813, 2020-2039, ccsm4, Annual Anomaly, PAK
0.15517, 2020-2039, cesm1_bgc, Annual Anomaly, PAK
0.24097, 2020-2039, cesm1_cam5, Annual Anomaly, PAK
0.1474, 2020-2039, cnrm_cm5, Annual Anomaly, PAK
0.43381, 2020-2039, csiro_mk3_6_0, Annual Anomaly, PAK
0.20059, 2020-2039, gfdl_cm3, Annual Anomaly, PAK
0.11462, 2020-2039, gfdl_esm2g, Annual Anomaly, PAK
0.20669, 2020-2039, gfdl_esm2m, Annual Anomaly, PAK
0.03181, 2020-2039, inmcm4, Annual Anomaly, PAK
0.58252, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, PAK
0.25228, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, PAK
0.2232, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, PAK
0.1037, 2020-2039, miroc5, Annual Anomaly, PAK
0.20225, 2020-2039, miroc_esm_chem, Annual Anomaly, PAK
0.10075, 2020-2039, miroc_esm, Annual Anomaly, PAK
0.14121, 2020-2039, mpi_esm_mr, Annual Anomaly, PAK
0.11907, 2020-2039, mri_cgcm3, Annual Anomaly, PAK
0.178, 2020-2039, noresm1_m, Annual Anomaly, PAK
0.22796, 2020-2039, access1_3, Annual Anomaly, PLW
0.00274, 2020-2039, bcc_csm1_1_m, Annual Anomaly, PLW
-0.0237, 2020-2039, bcc_csm1_1, Annual Anomaly, PLW
0.1237, 2020-2039, bnu_esm, Annual Anomaly, PLW
-0.1, 2020-2039, canesm2, Annual Anomaly, PLW
-0.0263, 2020-2039, ccsm4, Annual Anomaly, PLW
-0.0763, 2020-2039, cesm1_cam5, Annual Anomaly, PLW
-0.05, 2020-2039, cnrm_cm5, Annual Anomaly, PLW
0.04985, 2020-2039, csiro_mk3_6_0, Annual Anomaly, PLW
0.22384, 2020-2039, gfdl_cm3, Annual Anomaly, PLW
0.02507, 2020-2039, gfdl_esm2g, Annual Anomaly, PLW
-0.025, 2020-2039, inmcm4, Annual Anomaly, PLW
-0.05, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, PLW
0.07507, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, PLW
-0.025, 2020-2039, miroc5, Annual Anomaly, PLW
-0.05, 2020-2039, miroc_esm_chem, Annual Anomaly, PLW
-0.05, 2020-2039, miroc_esm, Annual Anomaly, PLW
-0.0013, 2020-2039, mpi_esm_mr, Annual Anomaly, PLW
0.15, 2020-2039, mri_cgcm3, Annual Anomaly, PLW
0.07492, 2020-2039, noresm1_m, Annual Anomaly, PLW
0.04559, 2020-2039, access1_3, Annual Anomaly, PAN
0.07902, 2020-2039, bcc_csm1_1_m, Annual Anomaly, PAN
-9.0E-4, 2020-2039, bcc_csm1_1, Annual Anomaly, PAN
0.03192, 2020-2039, bnu_esm, Annual Anomaly, PAN
-0.015, 2020-2039, canesm2, Annual Anomaly, PAN
0.02497, 2020-2039, cesm1_bgc, Annual Anomaly, PAN
0.13742, 2020-2039, cesm1_cam5, Annual Anomaly, PAN
0.22621, 2020-2039, cnrm_cm5, Annual Anomaly, PAN
0.06687, 2020-2039, csiro_mk3_6_0, Annual Anomaly, PAN
0.16977, 2020-2039, gfdl_cm3, Annual Anomaly, PAN
0.05495, 2020-2039, gfdl_esm2g, Annual Anomaly, PAN
-0.0258, 2020-2039, gfdl_esm2m, Annual Anomaly, PAN
0.13086, 2020-2039, inmcm4, Annual Anomaly, PAN
0.08061, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, PAN
0.04732, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, PAN
0.05065, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, PAN
0.02503, 2020-2039, miroc5, Annual Anomaly, PAN
-0.0404, 2020-2039, miroc_esm_chem, Annual Anomaly, PAN
0.07243, 2020-2039, miroc_esm, Annual Anomaly, PAN
0.02657, 2020-2039, mpi_esm_mr, Annual Anomaly, PAN
0.11736, 2020-2039, mri_cgcm3, Annual Anomaly, PAN
0.29353, 2020-2039, noresm1_m, Annual Anomaly, PAN
-0.0164, 2020-2039, access1_3, Annual Anomaly, PNG
0.012, 2020-2039, bcc_csm1_1_m, Annual Anomaly, PNG
-0.0054, 2020-2039, bcc_csm1_1, Annual Anomaly, PNG
0.08632, 2020-2039, bnu_esm, Annual Anomaly, PNG
0.10054, 2020-2039, canesm2, Annual Anomaly, PNG
-0.0266, 2020-2039, ccsm4, Annual Anomaly, PNG
-0.0138, 2020-2039, cesm1_bgc, Annual Anomaly, PNG
0.00366, 2020-2039, cesm1_cam5, Annual Anomaly, PNG
0.04989, 2020-2039, cnrm_cm5, Annual Anomaly, PNG
0.02436, 2020-2039, csiro_mk3_6_0, Annual Anomaly, PNG
0.02064, 2020-2039, gfdl_cm3, Annual Anomaly, PNG
-0.0019, 2020-2039, gfdl_esm2g, Annual Anomaly, PNG
-0.03, 2020-2039, gfdl_esm2m, Annual Anomaly, PNG
-0.0282, 2020-2039, inmcm4, Annual Anomaly, PNG
-0.0214, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, PNG
-0.019, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, PNG
0.11319, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, PNG
0.06079, 2020-2039, miroc5, Annual Anomaly, PNG
-0.0118, 2020-2039, miroc_esm_chem, Annual Anomaly, PNG
0.13583, 2020-2039, miroc_esm, Annual Anomaly, PNG
-0.0278, 2020-2039, mpi_esm_mr, Annual Anomaly, PNG
-0.0198, 2020-2039, mri_cgcm3, Annual Anomaly, PNG
-0.0183, 2020-2039, noresm1_m, Annual Anomaly, PNG
0.00392, 2020-2039, access1_3, Annual Anomaly, PRY
0.08766, 2020-2039, bcc_csm1_1_m, Annual Anomaly, PRY
0.10388, 2020-2039, bcc_csm1_1, Annual Anomaly, PRY
0.15154, 2020-2039, bnu_esm, Annual Anomaly, PRY
0.36492, 2020-2039, canesm2, Annual Anomaly, PRY
0.05555, 2020-2039, ccsm4, Annual Anomaly, PRY
0.04296, 2020-2039, cesm1_bgc, Annual Anomaly, PRY
0.20086, 2020-2039, cesm1_cam5, Annual Anomaly, PRY
0.1487, 2020-2039, cnrm_cm5, Annual Anomaly, PRY
0.11155, 2020-2039, csiro_mk3_6_0, Annual Anomaly, PRY
0.28421, 2020-2039, gfdl_cm3, Annual Anomaly, PRY
0.16447, 2020-2039, gfdl_esm2g, Annual Anomaly, PRY
0.15239, 2020-2039, gfdl_esm2m, Annual Anomaly, PRY
0.02395, 2020-2039, inmcm4, Annual Anomaly, PRY
0.31674, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, PRY
0.11212, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, PRY
0.0026, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, PRY
0.12875, 2020-2039, miroc5, Annual Anomaly, PRY
0.02443, 2020-2039, miroc_esm_chem, Annual Anomaly, PRY
0.03518, 2020-2039, miroc_esm, Annual Anomaly, PRY
0.09096, 2020-2039, mpi_esm_mr, Annual Anomaly, PRY
-0.0059, 2020-2039, mri_cgcm3, Annual Anomaly, PRY
0.03916, 2020-2039, noresm1_m, Annual Anomaly, PRY
0.06967, 2020-2039, access1_3, Annual Anomaly, PER
0.15245, 2020-2039, bcc_csm1_1_m, Annual Anomaly, PER
0.05683, 2020-2039, bcc_csm1_1, Annual Anomaly, PER
0.10148, 2020-2039, bnu_esm, Annual Anomaly, PER
0.2536, 2020-2039, canesm2, Annual Anomaly, PER
-0.0081, 2020-2039, ccsm4, Annual Anomaly, PER
0.05163, 2020-2039, cesm1_bgc, Annual Anomaly, PER
0.14888, 2020-2039, cesm1_cam5, Annual Anomaly, PER
0.06912, 2020-2039, cnrm_cm5, Annual Anomaly, PER
0.00705, 2020-2039, csiro_mk3_6_0, Annual Anomaly, PER
0.34909, 2020-2039, gfdl_cm3, Annual Anomaly, PER
0.18471, 2020-2039, gfdl_esm2g, Annual Anomaly, PER
-0.0122, 2020-2039, gfdl_esm2m, Annual Anomaly, PER
0.02607, 2020-2039, inmcm4, Annual Anomaly, PER
0.08139, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, PER
0.10161, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, PER
0.03588, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, PER
0.10715, 2020-2039, miroc5, Annual Anomaly, PER
0.08232, 2020-2039, miroc_esm_chem, Annual Anomaly, PER
0.19001, 2020-2039, miroc_esm, Annual Anomaly, PER
0.10304, 2020-2039, mpi_esm_mr, Annual Anomaly, PER
0.0618, 2020-2039, mri_cgcm3, Annual Anomaly, PER
0.04553, 2020-2039, noresm1_m, Annual Anomaly, PER
0.10082, 2020-2039, access1_3, Annual Anomaly, PHL
0.07165, 2020-2039, bcc_csm1_1_m, Annual Anomaly, PHL
0.04857, 2020-2039, bcc_csm1_1, Annual Anomaly, PHL
0.08063, 2020-2039, bnu_esm, Annual Anomaly, PHL
0.02256, 2020-2039, canesm2, Annual Anomaly, PHL
-0.0057, 2020-2039, ccsm4, Annual Anomaly, PHL
0.03501, 2020-2039, cesm1_bgc, Annual Anomaly, PHL
-0.004, 2020-2039, cesm1_cam5, Annual Anomaly, PHL
0.02016, 2020-2039, cnrm_cm5, Annual Anomaly, PHL
-0.006, 2020-2039, csiro_mk3_6_0, Annual Anomaly, PHL
0.10422, 2020-2039, gfdl_cm3, Annual Anomaly, PHL
-0.0222, 2020-2039, gfdl_esm2g, Annual Anomaly, PHL
-0.0148, 2020-2039, gfdl_esm2m, Annual Anomaly, PHL
0.01457, 2020-2039, inmcm4, Annual Anomaly, PHL
0.07236, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, PHL
-0.0335, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, PHL
0.18643, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, PHL
0.01565, 2020-2039, miroc5, Annual Anomaly, PHL
0.05312, 2020-2039, miroc_esm_chem, Annual Anomaly, PHL
0.08632, 2020-2039, miroc_esm, Annual Anomaly, PHL
0.01529, 2020-2039, mpi_esm_mr, Annual Anomaly, PHL
0.05872, 2020-2039, mri_cgcm3, Annual Anomaly, PHL
0.10135, 2020-2039, noresm1_m, Annual Anomaly, PHL
0.06946, 2020-2039, access1_3, Annual Anomaly, POL
0.05906, 2020-2039, bcc_csm1_1_m, Annual Anomaly, POL
0.03915, 2020-2039, bcc_csm1_1, Annual Anomaly, POL
0.15575, 2020-2039, bnu_esm, Annual Anomaly, POL
0.07077, 2020-2039, canesm2, Annual Anomaly, POL
0.2286, 2020-2039, ccsm4, Annual Anomaly, POL
0.23926, 2020-2039, cesm1_bgc, Annual Anomaly, POL
0.1146, 2020-2039, cesm1_cam5, Annual Anomaly, POL
0.05005, 2020-2039, cnrm_cm5, Annual Anomaly, POL
0.06125, 2020-2039, csiro_mk3_6_0, Annual Anomaly, POL
-0.0302, 2020-2039, gfdl_cm3, Annual Anomaly, POL
0.04874, 2020-2039, gfdl_esm2g, Annual Anomaly, POL
0.02147, 2020-2039, gfdl_esm2m, Annual Anomaly, POL
0.09483, 2020-2039, inmcm4, Annual Anomaly, POL
0.01344, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, POL
0.12912, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, POL
0.01336, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, POL
0.16455, 2020-2039, miroc5, Annual Anomaly, POL
0.16654, 2020-2039, miroc_esm_chem, Annual Anomaly, POL
-0.0484, 2020-2039, miroc_esm, Annual Anomaly, POL
0.03237, 2020-2039, mpi_esm_mr, Annual Anomaly, POL
0.12332, 2020-2039, mri_cgcm3, Annual Anomaly, POL
0.10832, 2020-2039, noresm1_m, Annual Anomaly, POL
0.05687, 2020-2039, access1_3, Annual Anomaly, PRT
0.11609, 2020-2039, bcc_csm1_1_m, Annual Anomaly, PRT
0.24038, 2020-2039, bcc_csm1_1, Annual Anomaly, PRT
0.09245, 2020-2039, bnu_esm, Annual Anomaly, PRT
0.10568, 2020-2039, canesm2, Annual Anomaly, PRT
0.20281, 2020-2039, ccsm4, Annual Anomaly, PRT
0.38145, 2020-2039, cesm1_bgc, Annual Anomaly, PRT
0.42604, 2020-2039, cesm1_cam5, Annual Anomaly, PRT
0.04904, 2020-2039, cnrm_cm5, Annual Anomaly, PRT
0.00959, 2020-2039, csiro_mk3_6_0, Annual Anomaly, PRT
0.8434, 2020-2039, gfdl_cm3, Annual Anomaly, PRT
0.17175, 2020-2039, gfdl_esm2g, Annual Anomaly, PRT
0.24165, 2020-2039, gfdl_esm2m, Annual Anomaly, PRT
0.31993, 2020-2039, inmcm4, Annual Anomaly, PRT
0.2127, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, PRT
0.07775, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, PRT
0.32219, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, PRT
0.15882, 2020-2039, miroc5, Annual Anomaly, PRT
0.25086, 2020-2039, miroc_esm_chem, Annual Anomaly, PRT
0.09979, 2020-2039, miroc_esm, Annual Anomaly, PRT
0.25638, 2020-2039, mpi_esm_mr, Annual Anomaly, PRT
-0.0055, 2020-2039, mri_cgcm3, Annual Anomaly, PRT
0.11151, 2020-2039, noresm1_m, Annual Anomaly, PRT
0.09986, 2020-2039, access1_3, Annual Anomaly, PRI
0.50121, 2020-2039, bcc_csm1_1_m, Annual Anomaly, PRI
0.45013, 2020-2039, bcc_csm1_1, Annual Anomaly, PRI
0.30121, 2020-2039, bnu_esm, Annual Anomaly, PRI
0.10013, 2020-2039, canesm2, Annual Anomaly, PRI
0.5756, 2020-2039, ccsm4, Annual Anomaly, PRI
0.67439, 2020-2039, cesm1_bgc, Annual Anomaly, PRI
0.32412, 2020-2039, cesm1_cam5, Annual Anomaly, PRI
0.24838, 2020-2039, cnrm_cm5, Annual Anomaly, PRI
0.05, 2020-2039, gfdl_cm3, Annual Anomaly, PRI
0.2004, 2020-2039, gfdl_esm2g, Annual Anomaly, PRI
0.07546, 2020-2039, gfdl_esm2m, Annual Anomaly, PRI
0.0756, 2020-2039, inmcm4, Annual Anomaly, PRI
0.34904, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, PRI
0.37493, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, PRI
0.22533, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, PRI
0.22681, 2020-2039, miroc5, Annual Anomaly, PRI
0.25107, 2020-2039, miroc_esm_chem, Annual Anomaly, PRI
0.17695, 2020-2039, miroc_esm, Annual Anomaly, PRI
0.04986, 2020-2039, mpi_esm_mr, Annual Anomaly, PRI
0.75255, 2020-2039, mri_cgcm3, Annual Anomaly, PRI
0.64933, 2020-2039, noresm1_m, Annual Anomaly, PRI
0.25471, 2020-2039, access1_3, Annual Anomaly, QAT
0.39675, 2020-2039, bcc_csm1_1_m, Annual Anomaly, QAT
0.28327, 2020-2039, bcc_csm1_1, Annual Anomaly, QAT
-0.0172, 2020-2039, bnu_esm, Annual Anomaly, QAT
0.11412, 2020-2039, canesm2, Annual Anomaly, QAT
0.05175, 2020-2039, ccsm4, Annual Anomaly, QAT
0.13845, 2020-2039, cesm1_bgc, Annual Anomaly, QAT
